current ID,accumulated P/L,accumulated reward,reward,position,action,fpl,cu,ma1,ma2,ma3,ma4,ma5
121,0,0,0,0,0,0,0.6855188679245288,0.7209355345911933,0,0,0,0
122,0,0,0,0,0,0,0.7555188679245219,0.7191855345911934,0,0,0,0
123,0,0,0,0,3,0,0.6855188679245288,0.7197688679245267,0,0,0,0
124,0,0,0,2,2,0,0.7555188679245219,0.71910220125786,0,0,0,0
125,0,0,0,2,0,0.0,0.7555188679245219,0.7191855345911933,0,0,0,0
126,0,0,0,2,1,0.0,0.7555188679245219,0.7197688679245265,0,0,0,0
127,-699.9999999999318,-699.9999999999318,-699.9999999999318,0,3,-0.06999999999999318,0.6855188679245288,0.7198522012578598,0,0,0,0
128,-699.9999999999318,-699.9999999999318,0,1,1,0,0.6855188679245288,0.7198522012578598,0,0,0,0
129,-699.9999999999318,-699.9999999999318,0,1,2,0.0,0.6855188679245288,0.7193522012578597,0,0,0,0
130,-1399.9999999998636,-1399.9999999998636,-699.9999999999318,0,3,-0.06999999999999318,0.7555188679245219,0.7193522012578597,0,0,0,0
131,-1399.9999999998636,-1399.9999999998636,0,0,0,0,0.7555188679245219,0.719435534591193,0,0,0,0
132,-1399.9999999998636,-1399.9999999998636,0,0,0,0,0.6855188679245288,0.7195188679245262,0,0,0,0
133,-1399.9999999998636,-1399.9999999998636,0,0,3,0,0.7555188679245219,0.7190188679245263,0,0,0,0
134,-1399.9999999998636,-1399.9999999998636,0,0,0,0,0.7555188679245219,0.7191022012578595,0,0,0,0
135,-1399.9999999998636,-1399.9999999998636,0,0,0,0,0.6855188679245288,0.7191855345911927,0,0,0,0
136,-1399.9999999998636,-1399.9999999998636,0,0,3,0,0.6355188679245316,0.7191855345911927,0,0,0,0
137,-1399.9999999998636,-1399.9999999998636,0,0,3,0,0.7255188679245208,0.7187688679245261,0,0,0,0
138,-1399.9999999998636,-1399.9999999998636,0,0,0,0,0.745518867924531,0.7191022012578594,0,0,0,0
139,-1399.9999999998636,-1399.9999999998636,0,0,0,0,0.7555188679245219,0.7196022012578595,0,0,0,0
140,-1399.9999999998636,-1399.9999999998636,0,2,2,0,0.8755188679245265,0.7196855345911927,0,0,0,0
141,-1399.9999999998636,-1399.9999999998636,0,2,0,0.0,0.8755188679245265,0.7212688679245259,0,0,0,0
142,-999.999999999801,-999.999999999801,400.0000000000625,0,3,0.04000000000000625,0.9155188679245327,0.7223522012578593,0,0,0,0
143,-999.999999999801,-999.999999999801,0,2,2,0,0.8655188679245214,0.7242688679245259,0,0,0,0
144,-999.999999999801,-999.999999999801,0,2,1,0.0,0.8655188679245214,0.7252688679245259,0,0,0,0
145,-999.999999999801,-999.999999999801,0,2,2,0.030000000000001137,0.8955188679245225,0.7262688679245258,0,0,0,0
146,-699.9999999997897,-699.9999999997897,300.00000000001137,0,3,0.030000000000001137,0.8955188679245225,0.7275188679245257,0,0,0,0
147,-699.9999999997897,-699.9999999997897,0,0,3,0,0.8855188679245316,0.7292688679245257,0,0,0,0
148,-699.9999999997897,-699.9999999997897,0,1,1,0,0.8855188679245316,0.7309355345911924,0,0,0,0
149,-699.9999999997897,-699.9999999997897,0,1,1,0.05000000000001137,0.8355188679245202,0.7321022012578591,0,0,0,0
150,-699.9999999997897,-699.9999999997897,0,1,1,0.04000000000000625,0.8455188679245254,0.7333522012578589,0,0,0,0
151,-299.99999999972715,-299.99999999972715,400.0000000000625,0,3,0.04000000000000625,0.8455188679245254,0.7341855345911923,0,0,0,0
152,-299.99999999972715,-299.99999999972715,0,0,0,0,0.8155188679245242,0.7355188679245256,0,0,0,0
153,-299.99999999972715,-299.99999999972715,0,2,2,0,0.8355188679245202,0.7361022012578589,0,0,0,0
154,-599.9999999997385,-599.9999999997385,-300.00000000001137,0,3,-0.030000000000001137,0.8055188679245191,0.7373522012578587,0,0,0,0
155,-599.9999999997385,-599.9999999997385,0,2,2,0,0.8255188679245293,0.7383522012578587,0,0,0,0
156,-599.9999999997385,-599.9999999997385,0,2,1,0.009999999999990905,0.8355188679245202,0.7390188679245253,0,0,0,0
157,-1199.9999999997613,-1199.9999999997613,-600.0000000000227,0,3,-0.060000000000002274,0.7655188679245271,0.7402688679245253,0,0,0,0
158,-1199.9999999997613,-1199.9999999997613,0,0,0,0,0.8355188679245202,0.7404355345911919,0,0,0,0
159,-1199.9999999997613,-1199.9999999997613,0,1,1,0,0.7855188679245231,0.7416855345911918,0,0,0,0
160,-1199.9999999997613,-1199.9999999997613,0,1,0,-0.060000000000002274,0.8455188679245254,0.7425188679245251,0,0,0,0
161,-1699.9999999997328,-1699.9999999997328,-499.9999999999716,0,3,-0.04999999999999716,0.8355188679245202,0.7433522012578584,0,0,0,0
162,-1699.9999999997328,-1699.9999999997328,0,0,3,0,0.8355188679245202,0.7446022012578584,0,0,0,0
163,-1699.9999999997328,-1699.9999999997328,0,0,3,0,0.8355188679245202,0.7458522012578582,0,0,0,0
164,-1699.9999999997328,-1699.9999999997328,0,0,3,0,0.8255188679245293,0.7466022012578581,0,0,0,0
165,-1699.9999999997328,-1699.9999999997328,0,0,3,0,0.7855188679245231,0.7472688679245248,0,0,0,0
166,-1699.9999999997328,-1699.9999999997328,0,0,0,0,0.8255188679245293,0.7468522012578582,0,0,0,0
167,-1699.9999999997328,-1699.9999999997328,0,1,1,0,0.8155188679245242,0.7480188679245249,0,0,0,0
168,-1699.9999999997328,-1699.9999999997328,0,1,1,0.010000000000005116,0.8055188679245191,0.7491022012578582,0,0,0,0
169,-1699.9999999997328,-1699.9999999997328,0.0,0,3,0.0,0.8155188679245242,0.7501022012578581,0,0,0,0
170,-1699.9999999997328,-1699.9999999997328,0,0,0,0,0.8355188679245202,0.7506855345911914,0,0,0,0
171,-1699.9999999997328,-1699.9999999997328,0,0,0,0,0.8455188679245254,0.751352201257858,0,0,0,0
172,-1699.9999999997328,-1699.9999999997328,0,0,3,0,0.9255188679245236,0.7526855345911913,0,0,0,0
173,-1699.9999999997328,-1699.9999999997328,0,2,2,0,0.9355188679245288,0.754102201257858,0,0,0,0
174,-1699.9999999997328,-1699.9999999997328,0,2,0,0.0,0.9355188679245288,0.7561855345911913,0,0,0,0
175,-1699.9999999997328,-1699.9999999997328,0,2,2,0.0,0.9355188679245288,0.7576855345911914,0,0,0,0
176,-1699.9999999997328,-1699.9999999997328,0,2,2,-0.010000000000005116,0.9255188679245236,0.7597688679245247,0,0,0,0
177,-1699.9999999997328,-1699.9999999997328,0,2,2,0.0,0.9355188679245288,0.7611855345911914,0,0,0,0
178,-1699.9999999997328,-1699.9999999997328,0,2,1,-0.01999999999999602,0.9155188679245327,0.7626855345911915,0,0,0,0
179,-1699.9999999997328,-1699.9999999997328,0,2,0,-0.030000000000001137,0.9055188679245276,0.7646022012578582,0,0,0,0
180,-1799.999999999784,-1799.999999999784,-100.00000000005116,0,3,-0.010000000000005116,0.9255188679245236,0.7658522012578582,0,0,0,0
181,-1799.999999999784,-1799.999999999784,0,0,3,0,0.9255188679245236,0.7672688679245249,0,0,0,0
182,-1799.999999999784,-1799.999999999784,0,2,2,0,0.9155188679245327,0.7692688679245249,0,0,0,0
183,-1799.999999999784,-1799.999999999784,0,2,1,-0.05000000000001137,0.8655188679245214,0.7711855345911915,0,0,0,0
184,-1799.999999999784,-1799.999999999784,0,2,1,-0.12000000000000455,0.7955188679245282,0.7721022012578582,0,0,0,0
185,-1799.999999999784,-1799.999999999784,0,2,1,-0.11000000000001364,0.8055188679245191,0.7724355345911916,0,0,0,0
186,-1799.999999999784,-1799.999999999784,0,2,2,-0.13000000000000966,0.7855188679245231,0.7728522012578583,0,0,0,0
187,-1799.999999999784,-1799.999999999784,0,2,1,-0.1600000000000108,0.7555188679245219,0.7731022012578582,0,0,0,0
188,-1799.999999999784,-1799.999999999784,0,2,0,-0.15000000000000568,0.7655188679245271,0.7736855345911915,0,0,0,0
189,-1799.999999999784,-1799.999999999784,0,2,2,-0.13000000000000966,0.7855188679245231,0.7737688679245249,0,0,0,0
190,-1799.999999999784,-1799.999999999784,0,2,2,-0.14000000000000057,0.7755188679245322,0.7740188679245249,0,0,0,0
191,-1799.999999999784,-1799.999999999784,0,2,2,-0.1600000000000108,0.7555188679245219,0.7747688679245249,0,0,0,0
192,-1799.999999999784,-1799.999999999784,0,2,0,-0.13000000000000966,0.7855188679245231,0.7747688679245249,0,0,0,0
193,-1799.999999999784,-1799.999999999784,0,2,2,-0.14000000000000057,0.7755188679245322,0.7750188679245249,0,0,0,0
194,-1799.999999999784,-1799.999999999784,0,2,0,-0.15000000000000568,0.7655188679245271,0.7751855345911917,0,0,0,0
195,-1799.999999999784,-1799.999999999784,0,2,0,-0.15000000000000568,0.7655188679245271,0.7752688679245251,0,0,0,0
196,-1799.999999999784,-1799.999999999784,0,2,1,-0.1600000000000108,0.7555188679245219,0.7759355345911917,0,0,0,0
197,-1799.999999999784,-1799.999999999784,0,2,1,-0.15000000000000568,0.7655188679245271,0.7759355345911917,0,0,0,0
198,-1799.999999999784,-1799.999999999784,0,2,1,-0.12000000000000455,0.7955188679245282,0.7766022012578584,0,0,0,0
199,-1799.999999999784,-1799.999999999784,0,2,2,-0.14000000000000057,0.7755188679245322,0.7769355345911918,0,0,0,0
200,-1799.999999999784,-1799.999999999784,0,2,0,-0.1600000000000108,0.7555188679245219,0.7776855345911918,0,0,0,0
201,-1799.999999999784,-1799.999999999784,0,2,0,-0.14000000000000057,0.7755188679245322,0.7782688679245251,0,0,0,0
202,-1799.999999999784,-1799.999999999784,0,2,2,-0.1700000000000017,0.745518867924531,0.7784355345911919,0,0,0,0
203,-1799.999999999784,-1799.999999999784,0,2,1,-0.11000000000001364,0.8055188679245191,0.7789355345911918,0,0,0,0
204,-1799.999999999784,-1799.999999999784,0,2,0,-0.12000000000000455,0.7955188679245282,0.7793522012578584,0,0,0,0
205,-1799.999999999784,-1799.999999999784,0,2,1,-0.11000000000001364,0.8055188679245191,0.7796855345911918,0,0,0,0
206,-1799.999999999784,-1799.999999999784,0,2,1,-0.12000000000000455,0.7955188679245282,0.7806855345911917,0,0,0,0
207,-1799.999999999784,-1799.999999999784,0,2,2,-0.13000000000000966,0.7855188679245231,0.7810188679245251,0,0,0,0
208,-1799.999999999784,-1799.999999999784,0,2,2,-0.11000000000001364,0.8055188679245191,0.7818522012578585,0,0,0,0
209,-1799.999999999784,-1799.999999999784,0,2,2,-0.13000000000000966,0.7855188679245231,0.7822688679245251,0,0,0,0
